pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-291 b,K2-291,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,2.225177,6.6e-05,-6.8e-05,0.0,0.03261,0.00044,-0.00044,0.0,1.589,0.095,-0.072,0.0,0.142,0.008,-0.006,0.0,6.49,1.16,-1.16,0.0,0.02042,0.00365,-0.00365,0.0,Mass,0.0,,,0.0,633.0,59.0,-56.0,0.0,1399.442394662508,,,,0.0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,,5520.0,60.0,-60.0,0.0,0.9,0.04,-0.03,0.0,0.93,0.04,-0.04,0.0,0.08,0.04,-0.05,0.0,[Fe/H],4.5,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m47.03s,76.44594,+21d32m53.52s,21.548199,90.0562,0.4953,-0.49,10.014,0.005,-0.005,8.353,0.02,-0.02,9.86639,0.00071,-0.00071,2019-01-22,2019-03,2019-01-24
K2-292 b,K2-292,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,16.9841,0.0008,-0.0008,0.0,0.13,0.01,-0.01,0.0,2.63,0.11,-0.1,0.0,0.235,0.01,-0.009,0.0,24.5,4.4,-4.4,0.0,0.07709,0.01384,-0.01384,0.0,Mass,0.04,0.06,-0.03,0.0,67.0,12.0,-9.0,0.0,795.0,33.0,-28.0,0.0,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,G3 V,5725.0,65.0,-65.0,0.0,1.09,0.03,-0.03,0.0,1.0,0.03,-0.03,0.0,0.07,0.05,-0.05,0.0,[Fe/H],4.33,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m30.21s,205.3758786,-09d56m45.85s,-9.9460704,114.293,0.825,-0.812,9.885,0.005,-0.005,8.407,0.027,-0.027,9.75597,0.000335,-0.000335,2019-02-05,2019-03,2019-02-07
K2-295 b,K2-295,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,4.024867,1.5e-05,-1.5e-05,0.0,0.0451,0.0006,-0.0014,0.0,10.054,0.123,-0.056,0.0,0.897,0.011,-0.005,0.0,106.47305,19.70546,-19.70546,0.0,0.335,0.062,-0.062,0.0,Mass,0.0,,,0.0,85.82571548112804,,,,852.0,14.0,-6.0,0.0,0.0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,K5 V,4444.0,70.0,-70.0,0.0,0.7,0.02,-0.02,0.0,0.74,0.04,-0.04,0.0,0.14,0.12,-0.12,0.0,[Fe/H],4.63,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h18m26.43s,19.6101417,+06d49m00.22s,6.8167277,232.801,1.835,-1.807,13.8941,0.0459,-0.0459,,,,13.5184,0.000482,-0.000482,2019-05-20,2019-06,2019-05-23
K2-3 b,K2-3,1,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.054626,0.0,0.0,0.0,0.0778,0.0026,-0.0026,0.0,2.25,0.23,-0.23,0.0,0.201,0.021,-0.021,0.0,6.47,1.0,-0.99,0.0,0.02036,0.00315,-0.00311,0.0,Mass,0.094,,,1.0,11.6,2.8,-2.4,0.0,513.0,29.0,-29.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0.0,0.62,0.06,-0.06,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2023-04-17,2023-04,2023-04-17
K2-3 c,K2-3,1,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,24.646582,3.9e-05,-3.9e-05,0.0,0.1414,0.0047,-0.0047,0.0,1.69,0.17,-0.17,0.0,0.151,0.015,-0.015,0.0,3.3,1.2,-1.2,0.0,0.01038,0.00378,-0.00378,0.0,Mass,0.095,,,1.0,3.51,0.85,-0.73,0.0,381.0,21.0,-21.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0.0,0.62,0.06,-0.06,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2023-04-17,2023-04,2023-04-17
K2-30 b,K2-30,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,4.098503,1.1e-05,-1.1e-05,0.0,0.04839,0.00076,-0.00076,0.0,11.646,0.56,-0.572,0.0,1.039,0.05,-0.051,0.0,184.02357,8.89924,-8.58141,0.0,0.579,0.028,-0.027,0.0,Mass,0.0,,,0.0,235.1313492399487,,,,1092.0,19.0,-20.0,0.0,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,40.0,-40.0,0.0,0.84,0.03,-0.03,0.0,0.9,0.04,-0.04,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.54,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-04-13,2016-06,2016-04-14
K2-32 b,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,8.992,8e-05,-8e-05,0.0,0.0795,0.00066,-0.00062,0.0,5.299,0.191,-0.191,0.0,0.473,0.017,-0.017,0.0,15.0,1.8,-1.7,0.0,0.0472,0.00566,-0.00535,0.0,Mass,0.03,0.032,-0.021,0.0,81.31865457580375,,,,837.0,13.0,-14.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-32 c,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,20.66093,0.0008,-0.00079,0.0,0.13843,0.00115,-0.00108,0.0,3.134,0.123,-0.102,0.0,0.28,0.011,-0.009,0.0,8.1,2.4,-2.4,0.0,0.02549,0.00755,-0.00755,0.0,Mass,0.049,0.046,-0.035,0.0,26.820410900555515,,,,634.0,9.0,-11.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-32 d,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,31.71701,0.00101,-0.00096,0.0,0.18422,0.00152,-0.00144,0.0,3.484,0.112,-0.129,0.0,0.311,0.01,-0.012,0.0,6.7,2.5,-2.5,0.0,0.02108,0.00787,-0.00787,0.0,Mass,0.05,0.053,-0.035,0.0,15.145220363796959,,,,550.0,8.0,-9.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-329 b,K2-329,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,12.4551225,3.1e-06,-3.1e-06,0.0,0.1016,0.0018,-0.0019,0.0,8.676,0.291,-0.269,0.0,0.774,0.026,-0.024,0.0,82.6358,6.3566,-6.99226,0.0,0.26,0.02,-0.022,0.0,Mass,0.0697,0.041,-0.04,0.0,45.7,2.2,-1.6,0.0,650.0,53.0,-70.0,0.0,0.0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,5282.0,40.0,-39.0,0.0,0.82,0.03,-0.02,0.0,0.9,0.05,-0.05,0.0,0.098,0.065,-0.07,0.0,[Fe/H],4.57,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h24m32.49s,351.1353785,-05d09m50.92s,-5.1641451,233.237,2.293,-2.249,12.697,0.08,-0.08,10.668,0.023,-0.023,12.4462,0.000349,-0.000349,2020-11-13,2021-02,2020-11-19
K2-34 b,K2-34,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.9956348,2e-07,-2e-07,0.0,0.0442,0.002,-0.002,0.0,13.75,0.58,-0.59,0.0,1.227,0.052,-0.053,0.0,352.7913,149.3801,-149.3801,0.0,,,,,,,,,,1439.9431398391364,,,,1687.0,24.0,-25.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6168.0,46.0,-76.0,0.0,1.42,0.06,-0.05,0.0,1.16,0.04,-0.04,0.0,0.01,0.03,-0.04,0.0,[Fe/H],4.2,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m18.89s,127.5787231,+22d14m09.31s,22.2359194,348.646,6.323,-6.106,11.447,0.017,-0.017,10.193,0.017,-0.017,11.4357,0.00091,-0.00091,2021-09-20,2022-01,2021-09-20
K2-36 b,K2-36,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.422614,3.8e-05,-3.8e-05,0.0,0.02288,0.0001,-0.0001,0.0,1.43,0.08,-0.08,0.0,0.128,0.007,-0.007,0.0,4.3,1.4,-1.4,0.0,0.01353,0.0044,-0.0044,0.0,Mass,0.093,,,1.0,519.0,20.0,-20.0,0.0,1328.0,12.0,-12.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4916.0,37.0,-37.0,0.0,0.72,0.01,-0.01,0.0,0.79,0.01,-0.01,0.0,-0.09,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,0.615,-0.609,11.726,0.037,-0.037,9.454001,0.025,-0.025,11.527,0.000904,-0.000904,2023-04-17,2023-04,2023-04-17
K2-36 c,K2-36,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,5.340888,8.6e-05,-8.6e-05,0.0,0.05528,0.00023,-0.00023,0.0,3.2,0.3,-0.3,0.0,0.285,0.027,-0.027,0.0,7.9,2.8,-2.8,0.0,0.02486,0.00881,-0.00881,0.0,Mass,0.089,,,1.0,89.0,3.4,-3.4,0.0,854.0,8.0,-8.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4916.0,37.0,-37.0,0.0,0.72,0.01,-0.01,0.0,0.79,0.01,-0.01,0.0,-0.09,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,0.615,-0.609,11.726,0.037,-0.037,9.454001,0.025,-0.025,11.527,0.000904,-0.000904,2023-04-17,2023-04,2023-04-17
K2-38 b,K2-38,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,4.01593,0.0005,-0.0005,0.0,0.0503,0.0011,-0.0011,0.0,1.655,0.096,-0.096,0.0,0.148,0.009,-0.009,0.0,7.7,1.2,-1.1,0.0,0.02423,0.00378,-0.00346,0.0,Mass,0.11,,,1.0,490.0,35.0,-35.0,0.0,1310.0,22.0,-22.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.0,66.0,-66.0,0.0,1.14,0.01,-0.01,0.0,1.05,0.07,-0.06,0.0,0.235,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015,2023-04-17,2023-04,2023-04-17
K2-38 c,K2-38,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.56103,0.0009,-0.0009,0.0,0.0959,0.0022,-0.0022,0.0,2.49,0.22,-0.22,0.0,0.222,0.02,-0.02,0.0,7.4,1.4,-1.3,0.0,0.02328,0.0044,-0.00409,0.0,Mass,0.086,,,1.0,135.3,9.5,-9.5,0.0,949.0,16.0,-16.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.0,66.0,-66.0,0.0,1.14,0.01,-0.01,0.0,1.05,0.07,-0.06,0.0,0.235,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015,2023-04-17,2023-04,2023-04-17
K2-60 b,K2-60,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,3.00265,4e-05,-4e-05,0.0,0.045,0.003,-0.003,0.0,7.656,0.415,-0.415,0.0,0.683,0.037,-0.037,0.0,135.39558,11.75971,-11.75971,0.0,0.426,0.037,-0.037,0.0,Mass,0.0,,,0.0,636.083857223713,,,,1400.0,50.0,-50.0,0.0,0.0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,G4 V,5500.0,100.0,-100.0,0.0,1.12,0.05,-0.05,0.0,0.97,0.07,-0.07,0.0,0.01,0.11,-0.11,0.0,[Fe/H],4.07,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87,11.47,-10.969,12.857,0.057,-0.057,10.993,0.021,-0.021,12.6108,0.000314,-0.000314,2017-01-31,2017-03,2017-02-02
K2-66 b,K2-66,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,5.06963,0.00081,-0.00081,0.0,0.05983,0.00072,-0.00072,0.0,2.49,0.34,-0.24,0.0,0.222,0.03,-0.021,0.0,21.3,3.6,-3.6,0.0,0.06702,0.01133,-0.01133,0.0,Mass,0.0,,,0.0,840.0,125.0,-125.0,0.0,1372.0,51.0,-51.0,0.0,0.0,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,,5887.0,46.0,-46.0,0.0,1.67,0.12,-0.12,0.0,1.11,0.04,-0.04,0.0,-0.047,0.02,-0.02,0.0,[Fe/H],4.03,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362,513.877,24.123,-22.087,11.71,0.026,-0.026,10.609,0.021,-0.021,11.9961,0.000242,-0.000242,2019-07-19,2017-06,2019-07-25
K2-79 b,K2-79,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.9947,0.00047,-0.00047,0.0,0.0988,0.0017,-0.0023,0.0,4.09,0.17,-0.12,0.0,0.365,0.015,-0.011,0.0,9.2,2.4,-2.4,0.0,0.02895,0.00755,-0.00755,0.0,Mass,0.23,,,1.0,181.0,15.0,-15.0,0.0,1022.0,20.0,-20.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5897.0,118.0,-118.0,0.0,1.26,0.04,-0.03,0.0,1.07,0.06,-0.07,0.0,0.035,0.06,-0.06,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.011,2.349,-2.307,12.152,0.034,-0.034,9.907,0.018,-0.018,11.8031,0.000328,-0.000328,2023-04-17,2023-04,2023-04-17
K2-97 b,K2-97,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,8.406726,0.001863,-0.001827,0.0,0.086,0.0011,-0.0011,0.0,10.61,0.95,-0.95,0.0,0.947,0.085,-0.085,0.0,152.5584,22.2481,-22.2481,0.0,,,,,,,,,,1205.4157825220757,,,,1499.0,39.0,-39.0,0.0,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4717.0,73.0,-73.0,0.0,4.47,0.18,-0.18,0.0,1.2,0.05,-0.05,0.0,0.33,0.04,-0.04,0.0,[Fe/H],3.22,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m03.08s,127.762837,+10d50m51.21s,10.8475571,878.43,49.94,-49.94,12.486,0.092,-0.092,10.035,0.021,-0.021,12.3059,0.00022,-0.00022,2018-10-24,2018-12,2018-10-26
K2-98 b,K2-98,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,10.136448,0.000609,-0.000591,0.0,0.0974,0.0009,-0.0009,0.0,5.2,0.19,-0.19,0.0,0.464,0.017,-0.017,0.0,32.2,8.1,-8.1,0.0,,,,,,,,,,339.6378563152563,,,,1092.0,21.0,-21.0,0.0,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,6172.0,82.0,-82.0,0.0,1.57,0.04,-0.04,0.0,1.2,0.03,-0.03,0.0,-0.06,0.05,-0.05,0.0,[Fe/H],4.13,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m57.17s,126.4882114,+11d30m39.94s,11.5110933,518.625,11.518,-11.037,12.216,0.057,-0.057,10.869,0.028,-0.028,12.0398,0.000196,-0.000196,2018-10-24,2018-12,2018-10-26
K2-99 b,K2-99,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,18.251985,0.001399,-0.001399,0.0,0.1597,0.0012,-0.0012,0.0,11.73,0.42,-0.42,0.0,1.046,0.037,-0.037,0.0,308.2951,28.6047,-28.6047,0.0,,,,,,,,,,365.1837430480596,,,,1113.0,21.0,-21.0,0.0,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,6217.0,78.0,-78.0,0.0,2.63,0.07,-0.07,0.0,1.63,0.04,-0.04,0.0,0.21,0.06,-0.06,0.0,[Fe/H],3.81,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.229,12.998,-12.389,11.149,0.013,-0.013,9.72,0.021,-0.021,10.9485,0.000567,-0.000567,2018-10-24,2018-12,2018-10-26
